0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,60,70,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30,220,293,340,248,130,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,130,580,1138,1041,689,361,170,63,14,24,0,-3,-3,0,0,-4,0,0,0,0,0
0,0,0,0,0,0,26,469,1428,2517,2374,1687,1010,474,226,96,44,15,29,21,-2,8,1,39,60,50,10,0
0,0,0,0,0,6,160,996,2742,4399,4226,2840,1650,917,600,347,290,165,17,32,2,10,46,182,280,185,50,10
0,0,0,0,0,26,458,1865,4637,7121,6291,4151,2420,1468,1029,673,386,161,63,29,-63,-51,146,449,686,680,313,0
0,0,0,0,0,40,672,2945,7400,10409,8618,5860,3710,2158,1162,594,356,170,65,-31,-129,4,355,887,1695,1488,650,40
0,0,0,0,-6,85,1023,4094,9832,13290,11151,7533,4575,2623,1252,265,204,216,33,-136,-50,253,1064,2392,3072,2905,1327,80
0,0,0,0,-6,58,1109,5117,12887,15929,12762,8134,4325,1841,503,57,190,230,-13,-105,308,1334,2935,4213,5426,4526,2063,140
0,0,0,0,-10,70,1372,6225,14827,17585,13479,7681,3499,389,-795,-345,173,223,94,473,1447,3521,5459,6796,7326,5694,2365,70
0,0,0,0,-20,42,1283,6689,15993,18524,12980,6097,1367,-906,-1492,-638,401,481,819,1964,4359,6961,8539,8673,8240,6209,2718,230
0,0,0,0,-6,4,1297,6798,16572,18667,11869,4876,443,-1342,-1684,-607,702,1561,3194,5897,9134,10605,10292,9180,8472,6628,3041,263
0,0,0,0,1,-51,1126,6957,16729,18401,11039,3642,162,-1291,-1422,-365,2020,4605,8521,12115,12860,11593,10361,9427,7945,6626,2828,311
0,0,0,0,0,-116,766,6961,17230,18495,10256,3658,576,-630,168,2772,7515,12165,15019,14758,13346,11548,9948,8412,7401,5807,2551,428
0,0,0,0,-23,-142,702,6924,17815,18613,10827,4565,2471,2758,5900,10853,15874,17732,16710,14472,11596,9728,7969,6639,5807,4644,2287,360
0,0,0,0,-20,-220,779,7232,18772,19795,13873,8607,7774,10460,14594,18309,18869,16533,13442,10060,8057,6292,4931,4164,3844,3096,1620,190
0,0,0,-1,-22,-201,553,7193,18367,21417,17281,14540,14824,17016,18379,17953,15222,11554,8360,5437,3849,2810,2245,1921,1978,1592,926,170
0,0,0,-8,-15,-125,569,6217,16378,20167,19175,17601,16852,16081,14169,11815,8898,5956,3679,2322,1445,991,780,655,781,917,651,120
0,0,0,-4,-10,-127,294,5037,12748,16600,16310,14733,12771,9779,7537,6025,4041,2276,1183,578,186,138,86,157,318,320,269,60
0,0,0,0,-13,-76,132,3391,8289,10727,10685,8800,6430,4424,3225,2576,1821,1021,454,172,-52,-126,-131,-150,-107,-9,42,10
0,0,0,0,4,-41,226,1780,4238,5904,5483,4138,2435,1591,1208,1050,926,575,100,-55,-115,-155,-165,-154,-114,-10,27,-10
0,0,0,0,-1,-47,64,841,1805,2273,2102,1536,666,436,529,414,387,257,-18,-111,-135,-119,-90,-110,-108,-35,0,20
0,0,0,0,-1,-17,-32,131,505,476,450,220,139,122,189,143,95,144,9,-17,-12,-27,-25,-50,-55,-26,0,0
0,0,0,0,0,-7,-6,-25,-25,2,-5,-37,-4,26,49,34,59,39,12,13,9,-2,-18,-11,0,0,0,0
0,0,0,0,0,0,-6,-17,-26,-10,-18,-8,-1,0,10,10,0,0,0,-1,10,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,-1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
