0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0
0,0,0,0,0,-1,-2,-3,-2,-3,-1,0,0,0,0,0,0,0,0,-2,-5,4,-2,-1,0,0,0,0
0,0,0,0,0,-1,-14,-10,-25,-6,-14,-5,-3,-3,0,0,-3,-3,-32,-26,-20,-3,19,26,-8,0,0,0
0,0,0,0,-2,-30,-58,-59,-124,-109,-32,-32,-26,-14,0,-40,-37,-95,-115,-107,-103,46,121,164,46,0,0,0
0,0,0,-2,-27,-134,-144,-263,-314,-189,-144,-71,-35,-14,-12,-96,-160,-245,-394,-414,-245,144,522,515,122,-2,0,0
0,0,0,-29,-64,-196,-337,-449,-423,-211,-127,-99,-36,-35,-102,-138,-203,-391,-552,-508,-120,712,1337,1053,204,-11,0,0
0,0,-2,-37,-151,-392,-637,-704,-567,-255,-137,-90,-63,-115,-178,-247,-226,-465,-421,-179,799,2110,3130,2364,403,-30,0,0
0,0,-12,-81,-292,-589,-856,-840,-782,-380,-171,-151,-207,-317,-337,-351,-438,-353,83,1697,3301,5034,6203,4447,709,-69,0,0
0,0,-16,-123,-392,-491,-816,-890,-916,-451,-225,-80,-252,-481,-654,-562,-404,811,2853,5258,7207,8563,8191,5626,941,-212,-29,0
0,0,-12,-187,-343,-242,-279,-534,-586,-119,1,-52,-375,-667,-675,59,1531,5171,8331,10353,10708,10079,9078,5768,816,-163,-14,0
0,-3,-13,-134,182,918,1419,1228,1195,1618,1306,1012,599,497,1809,5381,10026,13589,14860,13849,12001,10596,8789,5242,635,-127,0,0
0,0,5,-118,1150,3219,4825,5448,5832,6607,6877,7601,9148,12515,17668,22038,23602,22112,19026,15941,12988,10985,9449,5409,766,-113,-48,0
0,-2,-3,-125,1751,5887,8274,9644,11328,13864,16472,21040,26362,31038,31825,29668,24826,19470,15677,13240,11827,10870,9634,5398,944,-100,-22,0
0,8,45,13,2300,7023,10173,11486,13953,17107,20194,23375,24471,21818,16989,12104,8678,7398,6880,7008,7139,7345,7279,4311,542,-101,-17,0
0,0,-6,-38,2609,6856,9643,11112,12392,14007,14277,12853,9469,4893,1987,637,289,575,1055,1761,2280,2792,3433,2335,263,-38,-1,0
0,0,-2,65,2630,6929,8957,9668,10114,9409,7397,4438,2029,382,-388,-592,-629,-545,-295,-32,302,515,971,726,85,-31,0,0
0,0,-1,-9,2469,5812,7736,7576,6979,4702,2437,849,77,-215,-391,-443,-512,-525,-453,-393,-364,-281,-24,47,17,-10,0,0
0,0,10,-3,2044,4458,5534,4768,3008,1285,176,-49,-42,-93,-272,-293,-362,-440,-430,-478,-563,-427,-278,-23,-23,-9,0,0
0,0,-1,-20,1369,3165,3215,2060,924,-119,-325,-104,-41,-80,-212,-188,-292,-374,-455,-494,-572,-446,-210,-108,-22,0,0,0
0,0,0,-8,792,1341,1136,477,-123,-480,-272,-65,-32,-69,-150,-149,-232,-362,-457,-448,-499,-376,-225,-70,1,0,0,0
0,0,0,10,207,556,316,-2,-302,-478,-245,-67,-22,-55,-116,-123,-187,-271,-372,-356,-320,-232,-130,-69,-10,0,0,0
0,0,0,0,67,63,-43,-190,-374,-432,-240,-45,-32,-37,-35,-103,-163,-260,-286,-256,-216,-119,-80,-35,0,0,0,0
0,0,0,-1,8,-3,17,-85,-202,-234,-156,-45,-33,-27,-33,-46,-108,-160,-147,-145,-89,-38,-12,-10,0,0,0,0
0,0,0,0,0,-23,-16,-5,-56,-47,-25,-7,0,-12,-9,-11,-58,-40,-34,-12,-27,3,0,0,0,0,0,0
0,0,0,0,0,0,-2,-2,0,0,-10,0,0,0,0,-1,-10,-3,-2,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
